subject,relation,object,pattern,source_url
Bastian Steppin,bornIn,Schwerin,wikidata_structured,https://www.wikidata.org
Matti Oivanen,bornIn,Huittinen,wikidata_structured,https://www.wikidata.org
José Luis Moltó,bornIn,Cocentaina,wikidata_structured,https://www.wikidata.org
Dain Blanton,bornIn,Laguna Beach,wikidata_structured,https://www.wikidata.org
Miguel Ángel Falasca,bornIn,Mendoza,wikidata_structured,https://www.wikidata.org
Paweł Zagumny,bornIn,Jasło,wikidata_structured,https://www.wikidata.org
Benedikt Frank,bornIn,Berlin,wikidata_structured,https://www.wikidata.org
Rodrigão,bornIn,São Paulo,wikidata_structured,https://www.wikidata.org
Romain Vadeleux,bornIn,Fort-de-France,wikidata_structured,https://www.wikidata.org
Florian Gosch,bornIn,Wörschach,wikidata_structured,https://www.wikidata.org
Alexander Shafranovich,bornIn,Pryluky,wikidata_structured,https://www.wikidata.org
Björn Höhne,bornIn,Berlin,wikidata_structured,https://www.wikidata.org
Blair Cameron Bann,bornIn,Edmonton,wikidata_structured,https://www.wikidata.org
Luigi Mastrangelo,bornIn,Mottola,wikidata_structured,https://www.wikidata.org
Maxim Mikhaylov,bornIn,Kuzmolovsky,wikidata_structured,https://www.wikidata.org
Bas van Bemmelen,bornIn,Beuningen,wikidata_structured,https://www.wikidata.org
Takahiro Yamamoto,bornIn,Tottori,wikidata_structured,https://www.wikidata.org
João José,bornIn,Portimão,wikidata_structured,https://www.wikidata.org
Aleksandr Volkov,bornIn,Moscow,wikidata_structured,https://www.wikidata.org
Miloš Vemić,bornIn,Novi Sad,wikidata_structured,https://www.wikidata.org
Bobby Kooy,bornIn,Amsterdam,wikidata_structured,https://www.wikidata.org
Benjamin Dollhofer,bornIn,Ottersweier,wikidata_structured,https://www.wikidata.org
Bogdan Jalowietzki,bornIn,Katowice,wikidata_structured,https://www.wikidata.org
Eric Koreng,bornIn,Stralsund,wikidata_structured,https://www.wikidata.org
Björn-Arne Alber,bornIn,Bietigheim-Bissingen,wikidata_structured,https://www.wikidata.org
Bram Ronnes,bornIn,Enschede,wikidata_structured,https://www.wikidata.org
Branislav Skladaný,bornIn,Dubová (Nemecká),wikidata_structured,https://www.wikidata.org
Bojan Janić,bornIn,Leskovac,wikidata_structured,https://www.wikidata.org
Giovanni Lanfranco,bornIn,Turin,wikidata_structured,https://www.wikidata.org
Bo Søderberg,bornIn,Hørsholm,wikidata_structured,https://www.wikidata.org
Josef Musil,bornIn,Kostelní Lhota,wikidata_structured,https://www.wikidata.org
Bartosz Kurek,bornIn,Wałbrzych,wikidata_structured,https://www.wikidata.org
Rolf Johansson,bornIn,Stockholm,wikidata_structured,https://www.wikidata.org
Aleksey Verbov,bornIn,Moscow,wikidata_structured,https://www.wikidata.org
Leandro Vissotto,bornIn,São Paulo,wikidata_structured,https://www.wikidata.org
Héctor Soto,bornIn,New York City,wikidata_structured,https://www.wikidata.org
Martin Lébl,bornIn,Prague,wikidata_structured,https://www.wikidata.org
Piotr Lipiński,bornIn,Olsztyn,wikidata_structured,https://www.wikidata.org
Sergey Grankin,bornIn,Kislovodsk,wikidata_structured,https://www.wikidata.org
Anouer Taouerghi,bornIn,Tunis,wikidata_structured,https://www.wikidata.org
Aleksey Kazakov,bornIn,Naberezhnye Chelny,wikidata_structured,https://www.wikidata.org
Apostolos Armenakis,bornIn,Thessaloniki,wikidata_structured,https://www.wikidata.org
Ardo Kreek,bornIn,Tallinn,wikidata_structured,https://www.wikidata.org
Arslan Ekşi,bornIn,Istanbul,wikidata_structured,https://www.wikidata.org
Arto Hanni,bornIn,Rovaniemi,wikidata_structured,https://www.wikidata.org
Benjamin Hardy,bornIn,Sydney,wikidata_structured,https://www.wikidata.org
Benjamin Toniutti,bornIn,Mulhouse,wikidata_structured,https://www.wikidata.org
Axel Ruiz,bornIn,Narbonne,wikidata_structured,https://www.wikidata.org
Arkady Kozlov,bornIn,Almaty,wikidata_structured,https://www.wikidata.org
Armands Celitāns,bornIn,Krāslava,wikidata_structured,https://www.wikidata.org
Baptiste Geiler,bornIn,Montpellier,wikidata_structured,https://www.wikidata.org
Benoît Roger,bornIn,Paris,wikidata_structured,https://www.wikidata.org
Bartosz Janeczek,bornIn,Kraków,wikidata_structured,https://www.wikidata.org
Andrea Ariaudo,bornIn,Cuneo,wikidata_structured,https://www.wikidata.org
Benjamin Tetauvira,bornIn,Papeete,wikidata_structured,https://www.wikidata.org
Bojidar Slavev,bornIn,Sofia,wikidata_structured,https://www.wikidata.org
Jay Timo,bornIn,Tuvalu,wikidata_structured,https://www.wikidata.org
Bogdan Alexandru Olteanu,bornIn,Bucharest,wikidata_structured,https://www.wikidata.org
Antti Siltala,bornIn,Vieremä,wikidata_structured,https://www.wikidata.org
André Ricardo Lukanietz,bornIn,Rio Grande do Sul,wikidata_structured,https://www.wikidata.org
Bertrand Carletti,bornIn,Toulon,wikidata_structured,https://www.wikidata.org
Arvydas Miseikis,bornIn,Šiauliai,wikidata_structured,https://www.wikidata.org
Andrew Hein,bornIn,Hinsdale,wikidata_structured,https://www.wikidata.org
Mark Dodds,bornIn,Saskatchewan,wikidata_structured,https://www.wikidata.org
Benoît Begué,bornIn,Montbéliard,wikidata_structured,https://www.wikidata.org
Antonin Rouzier,bornIn,Saint-Martin-d'Hères,wikidata_structured,https://www.wikidata.org
Andrej Kravárik,bornIn,Piešťany,wikidata_structured,https://www.wikidata.org
Bandiougou Traoré,bornIn,Ermont,wikidata_structured,https://www.wikidata.org
Benjamin Amsellem,bornIn,Migennes,wikidata_structured,https://www.wikidata.org
Armin Mustedanović,bornIn,Brčko,wikidata_structured,https://www.wikidata.org
Tom Weber,bornIn,Sankt Wendel,wikidata_structured,https://www.wikidata.org
Behnam Mahmoudi,bornIn,Mianeh,wikidata_structured,https://www.wikidata.org
Bernardo Alves Gilson,bornIn,Contagem,wikidata_structured,https://www.wikidata.org
Thomas Kaczmarek,bornIn,"Myslowice, Silesian Voivodeship",wikidata_structured,https://www.wikidata.org
Ángel Pérez,bornIn,Río Piedras,wikidata_structured,https://www.wikidata.org
Thomas Kröger,bornIn,Melle,wikidata_structured,https://www.wikidata.org
Jean-Christophe Donzion,bornIn,Cannes,wikidata_structured,https://www.wikidata.org
Till Theißen,bornIn,Neuss,wikidata_structured,https://www.wikidata.org
Tom Götz,bornIn,Berlin,wikidata_structured,https://www.wikidata.org
Tom Strohbach,bornIn,Schwerin,wikidata_structured,https://www.wikidata.org
Toni Rimrod,bornIn,Schweinfurt,wikidata_structured,https://www.wikidata.org
Toms Šmēdiņš,bornIn,Ventspils,wikidata_structured,https://www.wikidata.org
Marcelo Elgarten,bornIn,Rio de Janeiro,wikidata_structured,https://www.wikidata.org
Hugo Conte,bornIn,Buenos Aires,wikidata_structured,https://www.wikidata.org
Andrew Hunter,bornIn,Adelaide,wikidata_structured,https://www.wikidata.org
Aleksandar Shalamanov,bornIn,Boyana,wikidata_structured,https://www.wikidata.org
Ulf Quell,bornIn,Halle (Saale),wikidata_structured,https://www.wikidata.org
Thomas Hikel,bornIn,Eberbach,wikidata_structured,https://www.wikidata.org
Tim Elsner,bornIn,Engelskirchen,wikidata_structured,https://www.wikidata.org
Tije Vlam,bornIn,Oosterbeek,wikidata_structured,https://www.wikidata.org
Walentin Bratoew,bornIn,Sofia,wikidata_structured,https://www.wikidata.org
Valters Lagzdins,bornIn,Riga,wikidata_structured,https://www.wikidata.org
Paenui Fagota,bornIn,Tuvalu,wikidata_structured,https://www.wikidata.org
Thomas Zass,bornIn,St. Johann in Tirol,wikidata_structured,https://www.wikidata.org
Igor Omrčen,bornIn,Split,wikidata_structured,https://www.wikidata.org
Thorsten Schoen,bornIn,Nordhorn,wikidata_structured,https://www.wikidata.org
Iván Contreras,bornIn,Tampico,wikidata_structured,https://www.wikidata.org
Alessandro Paoli,bornIn,Trento,wikidata_structured,https://www.wikidata.org
Artyom Yermakov,bornIn,Nizhnevartovsk,wikidata_structured,https://www.wikidata.org
Marco Meoni,bornIn,Padua,wikidata_structured,https://www.wikidata.org
Thomas Ranner,bornIn,Munich,wikidata_structured,https://www.wikidata.org
Osvaldo Hernández,bornIn,Camagüey,wikidata_structured,https://www.wikidata.org
Yan Fang,bornIn,Beijing,wikidata_structured,https://www.wikidata.org
Kay van Dijk,bornIn,Renkum,wikidata_structured,https://www.wikidata.org
Jaap Korsloot,bornIn,The Hague,wikidata_structured,https://www.wikidata.org
Volker Paulus,bornIn,Giessen,wikidata_structured,https://www.wikidata.org
Staņislavs Lugailo,bornIn,Sukhumi,wikidata_structured,https://www.wikidata.org
Stanislav Dineykin,bornIn,Blagodarny,wikidata_structured,https://www.wikidata.org
Tobias Neumann,bornIn,Düren,wikidata_structured,https://www.wikidata.org
Alessandro Chiappini,bornIn,Perugia,wikidata_structured,https://www.wikidata.org
Vladimir Alekno,bornIn,Polatsk,wikidata_structured,https://www.wikidata.org
Tibor Filo,bornIn,Považská Bystrica,wikidata_structured,https://www.wikidata.org
Vladimir Raicevic,bornIn,Paris,wikidata_structured,https://www.wikidata.org
Yannick Bazin,bornIn,Fontenay-aux-Roses,wikidata_structured,https://www.wikidata.org
Ryan Millar,bornIn,San Dimas,wikidata_structured,https://www.wikidata.org
Édouard Rowlandson,bornIn,Luxembourg,wikidata_structured,https://www.wikidata.org
Werner Augsburger,bornIn,Visp,wikidata_structured,https://www.wikidata.org
Vincent Duhagon,bornIn,Bruges,wikidata_structured,https://www.wikidata.org
Yasser Romero,bornIn,Havana,wikidata_structured,https://www.wikidata.org
Vladislav Babichev,bornIn,Kazan,wikidata_structured,https://www.wikidata.org
Waldo Kantor,bornIn,Buenos Aires,wikidata_structured,https://www.wikidata.org
Vladimir Batez,bornIn,Novi Sad,wikidata_structured,https://www.wikidata.org
William Bersani da Costa,bornIn,Santo André,wikidata_structured,https://www.wikidata.org
Vincent Lacombe,bornIn,Cannes,wikidata_structured,https://www.wikidata.org
Yoann Jaumel,bornIn,Montpellier,wikidata_structured,https://www.wikidata.org
İbrahim Emet,bornIn,Ankara,wikidata_structured,https://www.wikidata.org
Alessandro Trimarchi,bornIn,Catania,wikidata_structured,https://www.wikidata.org
Alain Roca,bornIn,Havana,wikidata_structured,https://www.wikidata.org
Yan Sanchez,bornIn,Belleville,wikidata_structured,https://www.wikidata.org
Yann Lavallez,bornIn,Arras,wikidata_structured,https://www.wikidata.org
Yıldo,bornIn,Konya,wikidata_structured,https://www.wikidata.org
Hubert Henno,bornIn,Boulogne-Billancourt,wikidata_structured,https://www.wikidata.org
Alberto Marcolini,bornIn,Trento,wikidata_structured,https://www.wikidata.org
Víctor Bird,bornIn,San Juan,wikidata_structured,https://www.wikidata.org
Alberto Elia,bornIn,Tarquinia,wikidata_structured,https://www.wikidata.org
Xavier Ziani,bornIn,Saint-Maurice,wikidata_structured,https://www.wikidata.org
Matias Raymaekers,bornIn,Herk-de-Stad,wikidata_structured,https://www.wikidata.org
Aleksey Kuleshov,bornIn,Fryazino,wikidata_structured,https://www.wikidata.org
Andrej Flajs,bornIn,Celje,wikidata_structured,https://www.wikidata.org
Éric Hallé,bornIn,Laval,wikidata_structured,https://www.wikidata.org
Ivans Bugajenkovs,bornIn,Kumylzhensky District,wikidata_structured,https://www.wikidata.org
Vincent Montméat,bornIn,Pau,wikidata_structured,https://www.wikidata.org
Yosleider Cala,bornIn,Ciego de Ávila,wikidata_structured,https://www.wikidata.org
Marcos Milinkovic,bornIn,Villa Ballester,wikidata_structured,https://www.wikidata.org
Yohai Dadon,bornIn,Beersheba,wikidata_structured,https://www.wikidata.org
Élysée Ossosso,bornIn,Douala,wikidata_structured,https://www.wikidata.org
Eric N'Gapeth,bornIn,Douala,wikidata_structured,https://www.wikidata.org
Yuri Koroviansky,bornIn,Horlivka,wikidata_structured,https://www.wikidata.org
Yaniss China,bornIn,Villers-Cotterêts,wikidata_structured,https://www.wikidata.org
Youssef Krou,bornIn,Agadir,wikidata_structured,https://www.wikidata.org
Štěpán Smrčka,bornIn,České Budějovice,wikidata_structured,https://www.wikidata.org
Šime Vulin,bornIn,Šibenik,wikidata_structured,https://www.wikidata.org
Andrija Gerić,citizenOf,Serbia,wikidata_structured,https://www.wikidata.org
Marien Moreau,citizenOf,France,wikidata_structured,https://www.wikidata.org
Andris Krūmiņš,citizenOf,Latvia,wikidata_structured,https://www.wikidata.org
Stelian Moculescu,citizenOf,Romania,wikidata_structured,https://www.wikidata.org
Stelian Moculescu,citizenOf,Germany,wikidata_structured,https://www.wikidata.org
Mārtiņš Pļaviņš,citizenOf,Latvia,wikidata_structured,https://www.wikidata.org
Wout Wijsmans,citizenOf,Belgium,wikidata_structured,https://www.wikidata.org
Jakub Bednaruk,citizenOf,Poland,wikidata_structured,https://www.wikidata.org
Michał Kubiak,citizenOf,Poland,wikidata_structured,https://www.wikidata.org
Mike van de Goor,citizenOf,Kingdom of the Netherlands,wikidata_structured,https://www.wikidata.org
Todor Aleksiev,citizenOf,Bulgaria,wikidata_structured,https://www.wikidata.org
Eugenio Amore,citizenOf,Italy,wikidata_structured,https://www.wikidata.org
Alexey Ashapatov,citizenOf,Russia,wikidata_structured,https://www.wikidata.org
Scott Touzinsky,citizenOf,United States,wikidata_structured,https://www.wikidata.org
Alexey Ashapatov,citizenOf,Soviet Union,wikidata_structured,https://www.wikidata.org
Adrián Gavira,citizenOf,Spain,wikidata_structured,https://www.wikidata.org
Wolfgang Kuck,citizenOf,Germany,wikidata_structured,https://www.wikidata.org
Jørre Kjemperud,citizenOf,Norway,wikidata_structured,https://www.wikidata.org
Mark Heese,citizenOf,Canada,wikidata_structured,https://www.wikidata.org
Martin van der Horst,citizenOf,Kingdom of the Netherlands,wikidata_structured,https://www.wikidata.org
Rivo Vesik,citizenOf,Estonia,wikidata_structured,https://www.wikidata.org
Kristjan Kais,citizenOf,Estonia,wikidata_structured,https://www.wikidata.org
Norbert Walter,citizenOf,Germany,wikidata_structured,https://www.wikidata.org
Junji Kariya,citizenOf,Japan,wikidata_structured,https://www.wikidata.org
Giba,citizenOf,Brazil,wikidata_structured,https://www.wikidata.org
Mikko Esko,citizenOf,Finland,wikidata_structured,https://www.wikidata.org
Renan Dal Zotto,citizenOf,Brazil,wikidata_structured,https://www.wikidata.org
Óscar Rodríguez Capel,citizenOf,Spain,wikidata_structured,https://www.wikidata.org
Jan Posthuma,citizenOf,Kingdom of the Netherlands,wikidata_structured,https://www.wikidata.org
Aleksandrs Samoilovs,citizenOf,Latvia,wikidata_structured,https://www.wikidata.org
Daniele Vergnaghi,citizenOf,Italy,wikidata_structured,https://www.wikidata.org
Giovanni Polidori,citizenOf,Italy,wikidata_structured,https://www.wikidata.org
Łukasz Żygadło,citizenOf,Poland,wikidata_structured,https://www.wikidata.org
Yevgeny Sivozhelez,citizenOf,Russia,wikidata_structured,https://www.wikidata.org
Clayton Stanley,citizenOf,United States,wikidata_structured,https://www.wikidata.org
Murilo Endres,citizenOf,Brazil,wikidata_structured,https://www.wikidata.org
Craig Buck,citizenOf,United States,wikidata_structured,https://www.wikidata.org
Urpo Sivula,citizenOf,Finland,wikidata_structured,https://www.wikidata.org
Pablo Crer,citizenOf,Argentina,wikidata_structured,https://www.wikidata.org
Sebastian Solé,citizenOf,Argentina,wikidata_structured,https://www.wikidata.org
Wiktor Josifow,citizenOf,Bulgaria,wikidata_structured,https://www.wikidata.org
Todor Skrimow,citizenOf,Bulgaria,wikidata_structured,https://www.wikidata.org
Renaud Herpe,citizenOf,France,wikidata_structured,https://www.wikidata.org
Christian Pampel,citizenOf,Germany,wikidata_structured,https://www.wikidata.org
Clemens Doppler,citizenOf,Austria,wikidata_structured,https://www.wikidata.org
Pierre Barouh,citizenOf,France,wikidata_structured,https://www.wikidata.org
Rodrigo Quiroga,citizenOf,Argentina,wikidata_structured,https://www.wikidata.org
Markus Steuerwald,citizenOf,Germany,wikidata_structured,https://www.wikidata.org
Vincent Lange,citizenOf,Germany,wikidata_structured,https://www.wikidata.org
Bian Hongmin,citizenOf,People's Republic of China,wikidata_structured,https://www.wikidata.org
Eugen Bakumovski,citizenOf,Germany,wikidata_structured,https://www.wikidata.org
Adam Johnson,citizenOf,United States,wikidata_structured,https://www.wikidata.org
Nikola Rosić,citizenOf,Serbia,wikidata_structured,https://www.wikidata.org
Teodor Salparov,citizenOf,Bulgaria,wikidata_structured,https://www.wikidata.org
Goran Vujević,citizenOf,Montenegro,wikidata_structured,https://www.wikidata.org
Eric Fonoimoana,citizenOf,United States,wikidata_structured,https://www.wikidata.org
Frantz Granvorka,citizenOf,France,wikidata_structured,https://www.wikidata.org
Daniele Bagnoli,citizenOf,Italy,wikidata_structured,https://www.wikidata.org
Cristian Casoli,citizenOf,Italy,wikidata_structured,https://www.wikidata.org
Frank Dehne,citizenOf,Germany,wikidata_structured,https://www.wikidata.org
Björn Andrae,citizenOf,Germany,wikidata_structured,https://www.wikidata.org
Marcus Popp,citizenOf,Germany,wikidata_structured,https://www.wikidata.org
Andrea Bartoletti,citizenOf,Italy,wikidata_structured,https://www.wikidata.org
André Nascimento,citizenOf,Brazil,wikidata_structured,https://www.wikidata.org
Theodoros Baev,citizenOf,Greece,wikidata_structured,https://www.wikidata.org
Simone Rosalba,citizenOf,Italy,wikidata_structured,https://www.wikidata.org
Apostolos Nikolaidis,citizenOf,Greece,wikidata_structured,https://www.wikidata.org
Anton Schiller,citizenOf,Austria,wikidata_structured,https://www.wikidata.org
Pietro Rinaldi,citizenOf,Italy,wikidata_structured,https://www.wikidata.org
Marcus Böhme,citizenOf,Germany,wikidata_structured,https://www.wikidata.org
Alojzy Świderek,citizenOf,Poland,wikidata_structured,https://www.wikidata.org
Preguinho,citizenOf,Brazil,wikidata_structured,https://www.wikidata.org
Ludovic Castard,citizenOf,France,wikidata_structured,https://www.wikidata.org
Simon Tischer,citizenOf,Germany,wikidata_structured,https://www.wikidata.org
László Buzek,citizenOf,Hungary,wikidata_structured,https://www.wikidata.org
Jonas Reckermann,citizenOf,Germany,wikidata_structured,https://www.wikidata.org
Sebastian Schwarz,citizenOf,Germany,wikidata_structured,https://www.wikidata.org
Kenji Kimura,citizenOf,Japan,wikidata_structured,https://www.wikidata.org
Julius Brink,citizenOf,Germany,wikidata_structured,https://www.wikidata.org
